,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
2842,Old Saybrook,No,10061.0,8346,82.95,7874,78.26,08/12/2021
2843,Orange,Yes,13926.0,9946,71.42,9411,67.58,08/12/2021
2844,Oxford,No,13255.0,8628,65.09,8103,61.13,08/12/2021
2845,Plainfield,Yes,15125.0,7707,50.96,7153,47.29,08/12/2021
2846,Plainville,No,17534.0,11148,63.58,10405,59.34,08/12/2021
2847,Plymouth,No,11598.0,6279,54.14,5875,50.66,08/12/2021
2848,Pomfret,No,4203.0,2622,62.38,2446,58.2,08/12/2021
2849,Portland,No,9267.0,6513,70.28,6132,66.17,08/12/2021
2850,Preston,No,4625.0,2828,61.15,2675,57.84,08/12/2021
2851,Prospect,No,9702.0,6242,64.34,5885,60.66,08/12/2021
2852,Putnam,No,9389.0,4955,52.77,4646,49.48,08/12/2021
2853,Redding,No,9116.0,5982,65.62,5652,62.0,08/12/2021
2854,Resident out of state,,,72655,,58615,,08/12/2021
2855,Ridgefield,No,24959.0,18114,72.58,17092,68.48,08/12/2021
2856,Rocky Hill,No,20115.0,14481,71.99,13698,68.1,08/12/2021
2857,Roxbury,No,2152.0,1648,76.58,1543,71.7,08/12/2021
2858,Salem,No,4083.0,2582,63.24,2419,59.25,08/12/2021
2859,Salisbury,No,3600.0,3179,88.31,2997,83.25,08/12/2021
2860,Scotland,No,1672.0,887,53.05,836,50.0,08/12/2021
2861,Seymour,No,16437.0,10335,62.88,9536,58.02,08/12/2021
2862,Sharon,No,2689.0,1793,66.68,1669,62.07,08/12/2021
2863,Shelton,No,41129.0,27435,66.7,25640,62.34,08/12/2021
2864,Sherman,No,3630.0,2252,62.04,2128,58.62,08/12/2021
2865,Simsbury,No,25395.0,18706,73.66,17736,69.84,08/12/2021
2866,Somers,No,10784.0,6272,58.16,5894,54.66,08/12/2021
2867,South Windsor,No,26162.0,19357,73.99,18337,70.09,08/12/2021
2868,Southbury,No,19571.0,14205,72.58,13411,68.52,08/12/2021
2869,Southington,No,43834.0,30189,68.87,28679,65.43,08/12/2021
2870,Sprague,No,2859.0,1530,53.52,1424,49.81,08/12/2021
2871,Stafford,No,11893.0,6308,53.04,5927,49.84,08/12/2021
2872,Stamford,Yes,129638.0,94241,72.7,84077,64.86,08/12/2021
2873,Sterling,No,3782.0,1643,43.44,1518,40.14,08/12/2021
2874,Stonington,No,18559.0,12695,68.4,12081,65.1,08/12/2021
2875,Stratford,No,51849.0,32116,61.94,29689,57.26,08/12/2021
2876,Suffield,No,15814.0,10080,63.74,9326,58.97,08/12/2021
2877,Thomaston,No,7535.0,4529,60.11,4265,56.6,08/12/2021
2878,Thompson,No,9379.0,4201,44.79,3918,41.77,08/12/2021
2879,Tolland,No,14618.0,10094,69.05,9609,65.73,08/12/2021
2880,Torrington,Yes,34044.0,21331,62.66,19744,58.0,08/12/2021
2881,Trumbull,No,35673.0,26242,73.56,24542,68.8,08/12/2021
2882,Union,No,839.0,500,59.59,475,56.62,08/12/2021
2883,Vernon,Yes,29359.0,19543,66.57,18282,62.27,08/12/2021
2884,Voluntown,No,2510.0,1431,57.01,1360,54.18,08/12/2021
2885,Wallingford,No,44326.0,31386,70.81,29583,66.74,08/12/2021
2886,Warren,No,1395.0,942,67.53,886,63.51,08/12/2021
2887,Washington,No,3428.0,2669,77.86,2474,72.17,08/12/2021
2888,Waterbury,Yes,107568.0,56128,52.18,49737,46.24,08/12/2021
2889,Waterford,Yes,18746.0,13393,71.44,12684,67.66,08/12/2021
2890,Watertown,No,21578.0,14225,65.92,13315,61.71,08/12/2021
2891,West Hartford,Yes,62965.0,48759,77.44,45836,72.8,08/12/2021
2892,West Haven,Yes,54620.0,33271,60.91,30569,55.97,08/12/2021
2893,Westbrook,No,6869.0,4966,72.3,4677,68.09,08/12/2021
2894,Weston,No,10252.0,7578,73.92,7126,69.51,08/12/2021
2895,Westport,No,28491.0,20747,72.82,19389,68.05,08/12/2021
2896,Wethersfield,No,26008.0,19381,74.52,18313,70.41,08/12/2021
2897,Willington,No,5864.0,3394,57.88,3211,54.76,08/12/2021
2898,Wilton,No,18343.0,14028,76.48,13139,71.63,08/12/2021
2899,Winchester,Yes,10604.0,6056,57.11,5587,52.69,08/12/2021
2900,Windham,Yes,24561.0,12843,52.29,11794,48.02,08/12/2021
2901,Windsor,No,28733.0,19966,69.49,18499,64.38,08/12/2021
2902,Windsor Locks,Yes,12854.0,7991,62.17,7460,58.04,08/12/2021
2903,Wolcott,No,16587.0,10359,62.45,9727,58.64,08/12/2021
2904,Woodbridge,No,8750.0,6691,76.47,6359,72.67,08/12/2021
2905,Woodbury,No,9502.0,6507,68.48,6180,65.04,08/12/2021
2906,Woodstock,No,7858.0,4739,60.31,4476,56.96,08/12/2021
2907,Address pending validation,,,16242,,14903,,08/18/2021
2908,Andover,No,3236.0,2118,65.45,2018,62.36,08/18/2021
2909,Ansonia,Yes,18654.0,10430,55.91,9359,50.17,08/18/2021
2910,Ashford,No,4255.0,2626,61.72,2503,58.82,08/18/2021
2911,Avon,No,18276.0,14615,79.97,13803,75.53,08/18/2021
2912,Barkhamsted,No,3606.0,2405,66.69,2279,63.2,08/18/2021
2913,Beacon Falls,No,6222.0,3896,62.62,3668,58.95,08/18/2021
2914,Berlin,No,20436.0,13904,68.04,13242,64.8,08/18/2021
2915,Bethany,No,5548.0,3787,68.26,3598,64.85,08/18/2021
2916,Bethel,No,19800.0,12611,63.69,11639,58.78,08/18/2021
2917,Bethlehem,No,3402.0,2129,62.58,1991,58.52,08/18/2021
2918,Bloomfield,No,21211.0,14914,70.31,13605,64.14,08/18/2021
2919,Bolton,No,4884.0,3310,67.77,3157,64.64,08/18/2021
2920,Bozrah,No,2726.0,1557,57.12,1495,54.84,08/18/2021
2921,Branford,No,27900.0,20434,73.24,19346,69.34,08/18/2021
2922,Bridgeport,Yes,144399.0,77444,53.63,67457,46.72,08/18/2021
2923,Bridgewater,No,1635.0,1231,75.29,1171,71.62,08/18/2021
2924,Bristol,Yes,59947.0,38460,64.16,35329,58.93,08/18/2021
2925,Brookfield,No,16973.0,12003,70.72,11206,66.02,08/18/2021
2926,Brooklyn,No,8272.0,4547,54.97,4186,50.6,08/18/2021
2927,Burlington,No,9704.0,6628,68.3,6279,64.71,08/18/2021
2928,Canaan,No,1053.0,1099,100.0,1015,96.39,08/18/2021
2929,Canterbury,No,5079.0,2819,55.5,2641,52.0,08/18/2021
2930,Canton,No,10254.0,7208,70.29,6851,66.81,08/18/2021
2931,Chaplin,No,2239.0,1274,56.9,1188,53.06,08/18/2021
2932,Cheshire,No,28937.0,21350,73.78,20267,70.04,08/18/2021
2933,Chester,No,4213.0,2952,70.07,2792,66.27,08/18/2021
2934,Clinton,No,12925.0,9652,74.68,9065,70.14,08/18/2021
2935,Colchester,No,15809.0,10561,66.8,9925,62.78,08/18/2021
2936,Colebrook,No,1400.0,962,68.71,897,64.07,08/18/2021
2937,Columbia,No,5379.0,3533,65.68,3360,62.47,08/18/2021
2938,Cornwall,No,1362.0,1102,80.91,1042,76.51,08/18/2021
2939,Coventry,No,12407.0,8040,64.8,7642,61.59,08/18/2021
2940,Cromwell,No,13839.0,10510,75.94,9937,71.8,08/18/2021
2941,Danbury,Yes,84694.0,57146,67.47,50327,59.42,08/18/2021
2942,Darien,No,21728.0,16427,75.6,15146,69.71,08/18/2021
2943,Deep River,No,4443.0,3272,73.64,3064,68.96,08/18/2021
2944,Derby,Yes,12339.0,9085,73.63,7845,63.58,08/18/2021
2945,Durham,No,7165.0,5127,71.56,4846,67.63,08/18/2021
2946,East Granby,No,5140.0,3586,69.77,3405,66.25,08/18/2021
2947,East Haddam,No,8997.0,5933,65.94,5303,58.94,08/18/2021
2948,East Hampton,No,12800.0,8432,65.88,7959,62.18,08/18/2021
2949,East Hartford,Yes,49872.0,31808,63.78,28297,56.74,08/18/2021
2950,East Haven,Yes,28569.0,17348,60.72,16029,56.11,08/18/2021
2951,East Lyme,No,18462.0,13470,72.96,12727,68.94,08/18/2021
2952,East Windsor,No,11668.0,7056,60.47,6403,54.88,08/18/2021
2953,Eastford,No,1790.0,1012,56.54,952,53.18,08/18/2021
2954,Easton,No,7521.0,5323,70.78,5032,66.91,08/18/2021
2955,Ellington,No,16467.0,10728,65.15,10074,61.18,08/18/2021
2956,Enfield,Yes,43659.0,25093,57.47,23315,53.4,08/18/2021
2957,Essex,No,6668.0,5202,78.01,4916,73.73,08/18/2021
2958,Fairfield,No,62045.0,43093,69.45,40393,65.1,08/18/2021
2959,Farmington,No,25497.0,20158,79.06,19042,74.68,08/18/2021
2960,Franklin,No,1920.0,1205,62.76,1135,59.11,08/18/2021
2961,Glastonbury,No,34482.0,26385,76.52,24976,72.43,08/18/2021
2962,Goshen,No,2863.0,1974,68.95,1842,64.34,08/18/2021
2963,Granby,No,11507.0,7744,67.3,7376,64.1,08/18/2021
2964,Greenwich,No,62840.0,44106,70.19,40739,64.83,08/18/2021
2965,Griswold,Yes,11534.0,6126,53.11,5729,49.67,08/18/2021
2966,Groton,Yes,38436.0,21711,56.49,20275,52.75,08/18/2021
2967,Guilford,No,22133.0,16988,76.75,16155,72.99,08/18/2021
2968,Haddam,No,8193.0,6129,74.81,5759,70.29,08/18/2021
2969,Hamden,No,60556.0,38895,64.23,36307,59.96,08/18/2021
2970,Hampton,No,1842.0,1081,58.69,1016,55.16,08/18/2021
2971,Hartford,Yes,122105.0,60501,49.55,51949,42.54,08/18/2021
2972,Hartland,No,2120.0,1211,57.12,1127,53.16,08/18/2021
2973,Harwinton,No,5420.0,3545,65.41,3348,61.77,08/18/2021
2974,Hebron,No,9504.0,6507,68.47,6180,65.03,08/18/2021
2975,Kent,No,2777.0,2301,82.86,2121,76.38,08/18/2021
2976,Killingly,Yes,17336.0,9063,52.28,8442,48.7,08/18/2021
2977,Killingworth,No,6364.0,4512,70.9,4299,67.55,08/18/2021
2978,Lebanon,No,7144.0,4511,63.14,4276,59.85,08/18/2021
2979,Ledyard,No,14621.0,9159,62.64,8645,59.13,08/18/2021
2980,Lisbon,No,4220.0,2524,59.81,2371,56.18,08/18/2021
2981,Litchfield,No,8094.0,5686,70.25,5280,65.23,08/18/2021
2982,Lyme,No,2316.0,1934,83.51,1862,80.4,08/18/2021
2983,Madison,No,18030.0,14032,77.83,13355,74.07,08/18/2021
2984,Manchester,Yes,57584.0,36989,64.23,34116,59.25,08/18/2021
2985,Mansfield,No,25487.0,9231,36.22,8709,34.17,08/18/2021
2986,Marlborough,No,6335.0,4364,68.89,4150,65.51,08/18/2021
2987,Meriden,Yes,59395.0,37151,62.55,33836,56.97,08/18/2021
2988,Middlebury,No,7798.0,5536,70.99,5236,67.15,08/18/2021
2989,Middlefield,No,4374.0,2989,68.34,2841,64.95,08/18/2021
2990,Middletown,Yes,46258.0,32724,70.74,30370,65.65,08/18/2021
2991,Milford,Yes,54747.0,37016,67.61,35071,64.06,08/18/2021
2992,Monroe,No,19434.0,13359,68.74,12493,64.28,08/18/2021
2993,Montville,Yes,18508.0,10759,58.13,10047,54.28,08/18/2021
2994,Morris,No,2254.0,1440,63.89,1344,59.63,08/18/2021
2995,Naugatuck,No,31108.0,18629,59.88,17064,54.85,08/18/2021
2996,New Britain,Yes,72495.0,37261,51.4,33510,46.22,08/18/2021
2997,New Canaan,No,20233.0,15602,77.11,14290,70.63,08/18/2021
2998,New Fairfield,No,13878.0,8839,63.69,8233,59.32,08/18/2021
2999,New Hartford,No,6656.0,4389,65.94,4162,62.53,08/18/2021
3000,New Haven,Yes,130250.0,75159,57.7,67669,51.95,08/18/2021
3001,New London,Yes,26858.0,15287,56.92,13846,51.55,08/18/2021
3002,New Milford,No,26805.0,18791,70.1,17500,65.29,08/18/2021
3003,Newington,No,30014.0,21411,71.34,20239,67.43,08/18/2021
3004,Newtown,No,27891.0,19649,70.45,18452,66.16,08/18/2021
3005,Norfolk,No,1630.0,1058,64.91,992,60.86,08/18/2021
3006,North Branford,No,14146.0,10142,71.7,9596,67.84,08/18/2021
3007,North Canaan,No,3251.0,1858,57.15,1704,52.41,08/18/2021
3008,North Haven,No,23683.0,18745,79.15,17689,74.69,08/18/2021
3009,North Stonington,No,5196.0,2979,57.33,2836,54.58,08/18/2021
3010,Norwalk,Yes,88816.0,62916,70.84,56922,64.09,08/18/2021
3011,Norwich,Yes,38768.0,22387,57.75,20525,52.94,08/18/2021
3012,Old Lyme,No,7306.0,5521,75.57,5245,71.79,08/18/2021
3013,Old Saybrook,No,10061.0,8380,83.29,7928,78.8,08/18/2021
3014,Orange,Yes,13926.0,10020,71.95,9493,68.17,08/18/2021
3015,Oxford,No,13255.0,8695,65.6,8179,61.71,08/18/2021
3016,Plainfield,Yes,15125.0,7812,51.65,7243,47.89,08/18/2021
3017,Plainville,No,17534.0,11266,64.25,10502,59.9,08/18/2021
3018,Plymouth,No,11598.0,6353,54.78,5911,50.97,08/18/2021
3019,Pomfret,No,4203.0,2641,62.84,2466,58.67,08/18/2021
3020,Portland,No,9267.0,6566,70.85,6168,66.56,08/18/2021
3021,Preston,No,4625.0,2846,61.54,2694,58.25,08/18/2021
3022,Prospect,No,9702.0,6286,64.79,5935,61.17,08/18/2021
3023,Putnam,No,9389.0,5019,53.46,4675,49.79,08/18/2021
3024,Redding,No,9116.0,6000,65.82,5676,62.26,08/18/2021
3025,Resident out of state,,,73984,,59246,,08/18/2021
3026,Ridgefield,No,24959.0,18228,73.03,17180,68.83,08/18/2021
3027,Rocky Hill,No,20115.0,14595,72.56,13791,68.56,08/18/2021
3028,Roxbury,No,2152.0,1662,77.23,1551,72.07,08/18/2021
3029,Salem,No,4083.0,2613,64.0,2446,59.91,08/18/2021
3030,Salisbury,No,3600.0,3204,89.0,3012,83.67,08/18/2021
3031,Scotland,No,1672.0,895,53.53,839,50.18,08/18/2021
3032,Seymour,No,16437.0,10443,63.53,9619,58.52,08/18/2021
3033,Sharon,No,2689.0,1805,67.13,1675,62.29,08/18/2021
3034,Shelton,No,41129.0,27725,67.41,25828,62.8,08/18/2021
3035,Sherman,No,3630.0,2270,62.53,2135,58.82,08/18/2021
3036,Simsbury,No,25395.0,18822,74.12,17824,70.19,08/18/2021
3037,Somers,No,10784.0,6334,58.74,5936,55.04,08/18/2021
3038,South Windsor,No,26162.0,19477,74.45,18470,70.6,08/18/2021
3039,Southbury,No,19571.0,14270,72.91,13478,68.87,08/18/2021
3040,Southington,No,43834.0,30435,69.43,28918,65.97,08/18/2021
3041,Sprague,No,2859.0,1550,54.21,1440,50.37,08/18/2021
3042,Stafford,No,11893.0,6365,53.52,5963,50.14,08/18/2021
3043,Stamford,Yes,129638.0,95508,73.67,84938,65.52,08/18/2021
3044,Sterling,No,3782.0,1666,44.05,1534,40.56,08/18/2021
3045,Stonington,No,18559.0,12766,68.79,12173,65.59,08/18/2021
3046,Stratford,No,51849.0,32594,62.86,30002,57.86,08/18/2021
3047,Suffield,No,15814.0,10152,64.2,9377,59.3,08/18/2021
3048,Thomaston,No,7535.0,4546,60.33,4276,56.75,08/18/2021
3049,Thompson,No,9379.0,4236,45.16,3963,42.25,08/18/2021
3050,Tolland,No,14618.0,10146,69.41,9674,66.18,08/18/2021
3051,Torrington,Yes,34044.0,21598,63.44,19982,58.69,08/18/2021
3052,Trumbull,No,35673.0,26449,74.14,24747,69.37,08/18/2021
3053,Union,No,839.0,504,60.07,478,56.97,08/18/2021
3054,Vernon,Yes,29359.0,19725,67.19,18419,62.74,08/18/2021
3055,Voluntown,No,2510.0,1456,58.01,1372,54.66,08/18/2021
3056,Wallingford,No,44326.0,31626,71.35,29807,67.24,08/18/2021
3057,Warren,No,1395.0,948,67.96,895,64.16,08/18/2021
3058,Washington,No,3428.0,2696,78.65,2487,72.55,08/18/2021
3059,Waterbury,Yes,107568.0,57201,53.18,50526,46.97,08/18/2021
3060,Waterford,Yes,18746.0,13472,71.87,12759,68.06,08/18/2021
3061,Watertown,No,21578.0,14365,66.57,13436,62.27,08/18/2021
3062,West Hartford,Yes,62965.0,49085,77.96,46112,73.23,08/18/2021
3063,West Haven,Yes,54620.0,33778,61.84,30973,56.71,08/18/2021
3064,Westbrook,No,6869.0,5015,73.01,4697,68.38,08/18/2021
3065,Weston,No,10252.0,7614,74.27,7161,69.85,08/18/2021
3066,Westport,No,28491.0,20858,73.21,19496,68.43,08/18/2021
3067,Wethersfield,No,26008.0,19538,75.12,18450,70.94,08/18/2021
3068,Willington,No,5864.0,3415,58.24,3229,55.06,08/18/2021
3069,Wilton,No,18343.0,14082,76.77,13209,72.01,08/18/2021
3070,Winchester,Yes,10604.0,6115,57.67,5639,53.18,08/18/2021
3071,Windham,Yes,24561.0,13027,53.04,11939,48.61,08/18/2021
3072,Windsor,No,28733.0,20180,70.23,18669,64.97,08/18/2021
3073,Windsor Locks,Yes,12854.0,8064,62.74,7530,58.58,08/18/2021
3074,Wolcott,No,16587.0,10470,63.12,9781,58.97,08/18/2021
3075,Woodbridge,No,8750.0,6745,77.09,6394,73.07,08/18/2021
3076,Woodbury,No,9502.0,6547,68.9,6207,65.32,08/18/2021
3077,Woodstock,No,7858.0,4787,60.92,4503,57.3,08/18/2021
3078,Address pending validation,,,16228,,14873,,08/25/2021
3079,Andover,No,3236.0,2140,66.13,2041,63.07,08/25/2021
3080,Ansonia,Yes,18654.0,10591,56.78,9488,50.86,08/25/2021
3081,Ashford,No,4255.0,2645,62.16,2514,59.08,08/25/2021
3082,Avon,No,18276.0,14687,80.36,13879,75.94,08/25/2021
3083,Barkhamsted,No,3606.0,2422,67.17,2302,63.84,08/25/2021
3084,Beacon Falls,No,6222.0,3914,62.91,3697,59.42,08/25/2021
3085,Berlin,No,20436.0,13998,68.5,13320,65.18,08/25/2021
3086,Bethany,No,5548.0,3819,68.84,3621,65.27,08/25/2021
3087,Bethel,No,19800.0,12717,64.23,11736,59.27,08/25/2021
3088,Bethlehem,No,3402.0,2143,62.99,2011,59.11,08/25/2021
3089,Bloomfield,No,21211.0,15062,71.01,13762,64.88,08/25/2021
3090,Bolton,No,4884.0,3335,68.28,3182,65.15,08/25/2021
3091,Bozrah,No,2726.0,1569,57.56,1500,55.03,08/25/2021
3092,Branford,No,27900.0,20552,73.66,19450,69.71,08/25/2021
3093,Bridgeport,Yes,144399.0,79080,54.76,68757,47.62,08/25/2021
3094,Bridgewater,No,1635.0,1237,75.66,1177,71.99,08/25/2021
3095,Bristol,Yes,59947.0,38800,64.72,35749,59.63,08/25/2021
3096,Brookfield,No,16973.0,12100,71.29,11318,66.68,08/25/2021
3097,Brooklyn,No,8272.0,4585,55.43,4234,51.18,08/25/2021
3098,Burlington,No,9704.0,6681,68.85,6335,65.28,08/25/2021
3099,Canaan,No,1053.0,1109,100.0,1021,96.96,08/25/2021
3100,Canterbury,No,5079.0,2855,56.21,2679,52.75,08/25/2021
3101,Canton,No,10254.0,7242,70.63,6884,67.13,08/25/2021
3102,Chaplin,No,2239.0,1285,57.39,1211,54.09,08/25/2021
3103,Cheshire,No,28937.0,21453,74.14,20369,70.39,08/25/2021
3104,Chester,No,4213.0,2963,70.33,2810,66.7,08/25/2021
3105,Clinton,No,12925.0,9711,75.13,9135,70.68,08/25/2021
3106,Colchester,No,15809.0,10646,67.34,10012,63.33,08/25/2021
3107,Colebrook,No,1400.0,967,69.07,901,64.36,08/25/2021
3108,Columbia,No,5379.0,3566,66.29,3389,63.0,08/25/2021
3109,Cornwall,No,1362.0,1107,81.28,1041,76.43,08/25/2021
3110,Coventry,No,12407.0,8107,65.34,7711,62.15,08/25/2021
3111,Cromwell,No,13839.0,10570,76.38,10014,72.36,08/25/2021
3112,Danbury,Yes,84694.0,57895,68.36,50978,60.19,08/25/2021
3113,Darien,No,21728.0,16506,75.97,15208,69.99,08/25/2021
3114,Deep River,No,4443.0,3286,73.96,3086,69.46,08/25/2021
3115,Derby,Yes,12339.0,9287,75.27,7969,64.58,08/25/2021
3116,Durham,No,7165.0,5156,71.96,4898,68.36,08/25/2021
3117,East Granby,No,5140.0,3606,70.16,3428,66.69,08/25/2021
3118,East Haddam,No,8997.0,5963,66.28,5353,59.5,08/25/2021
3119,East Hampton,No,12800.0,8497,66.38,8030,62.73,08/25/2021
3120,East Hartford,Yes,49872.0,32280,64.73,28759,57.67,08/25/2021
3121,East Haven,Yes,28569.0,17526,61.35,16214,56.75,08/25/2021
3122,East Lyme,No,18462.0,13538,73.33,12795,69.3,08/25/2021
3123,East Windsor,No,11668.0,7118,61.0,6478,55.52,08/25/2021
3124,Eastford,No,1790.0,1019,56.93,956,53.41,08/25/2021
3125,Easton,No,7521.0,5348,71.11,5056,67.23,08/25/2021
3126,Ellington,No,16467.0,10797,65.57,10140,61.58,08/25/2021
3127,Enfield,Yes,43659.0,25324,58.0,23520,53.87,08/25/2021
3128,Essex,No,6668.0,5222,78.31,4939,74.07,08/25/2021
3129,Fairfield,No,62045.0,43379,69.92,40705,65.61,08/25/2021
3130,Farmington,No,25497.0,20268,79.49,19171,75.19,08/25/2021
3131,Franklin,No,1920.0,1215,63.28,1151,59.95,08/25/2021
3132,Glastonbury,No,34482.0,26512,76.89,25137,72.9,08/25/2021
3133,Goshen,No,2863.0,1992,69.58,1858,64.9,08/25/2021
3134,Granby,No,11507.0,7788,67.68,7417,64.46,08/25/2021
3135,Greenwich,No,62840.0,44379,70.62,40963,65.19,08/25/2021
3136,Griswold,Yes,11534.0,6203,53.78,5801,50.29,08/25/2021
3137,Groton,Yes,38436.0,21875,56.91,20476,53.27,08/25/2021
3138,Guilford,No,22133.0,17054,77.05,16221,73.29,08/25/2021
3139,Haddam,No,8193.0,6148,75.04,5784,70.6,08/25/2021
3140,Hamden,No,60556.0,39257,64.83,36637,60.5,08/25/2021
3141,Hampton,No,1842.0,1095,59.45,1026,55.7,08/25/2021
3142,Hartford,Yes,122105.0,61550,50.41,52928,43.35,08/25/2021
3143,Hartland,No,2120.0,1223,57.69,1137,53.63,08/25/2021
3144,Harwinton,No,5420.0,3565,65.77,3379,62.34,08/25/2021
3145,Hebron,No,9504.0,6545,68.87,6214,65.38,08/25/2021
3146,Kent,No,2777.0,2309,83.15,2131,76.74,08/25/2021
3147,Killingly,Yes,17336.0,9157,52.82,8533,49.22,08/25/2021
3148,Killingworth,No,6364.0,4546,71.43,4320,67.88,08/25/2021
3149,Lebanon,No,7144.0,4548,63.66,4315,60.4,08/25/2021
3150,Ledyard,No,14621.0,9268,63.39,8723,59.66,08/25/2021
3151,Lisbon,No,4220.0,2550,60.43,2405,56.99,08/25/2021
3152,Litchfield,No,8094.0,5721,70.68,5336,65.93,08/25/2021
3153,Lyme,No,2316.0,1938,83.68,1863,80.44,08/25/2021
3154,Madison,No,18030.0,14113,78.28,13422,74.44,08/25/2021
3155,Manchester,Yes,57584.0,37344,64.85,34479,59.88,08/25/2021
3156,Mansfield,No,25487.0,9312,36.54,8771,34.41,08/25/2021
3157,Marlborough,No,6335.0,4388,69.27,4168,65.79,08/25/2021
3158,Meriden,Yes,59395.0,37630,63.36,34277,57.71,08/25/2021
3159,Middlebury,No,7798.0,5581,71.57,5269,67.57,08/25/2021
3160,Middlefield,No,4374.0,3011,68.84,2866,65.52,08/25/2021
3161,Middletown,Yes,46258.0,32973,71.28,30665,66.29,08/25/2021
3162,Milford,Yes,54747.0,37370,68.26,35384,64.63,08/25/2021
3163,Monroe,No,19434.0,13472,69.32,12616,64.92,08/25/2021
3164,Montville,Yes,18508.0,10851,58.63,10170,54.95,08/25/2021
3165,Morris,No,2254.0,1458,64.69,1353,60.03,08/25/2021
3166,Naugatuck,No,31108.0,18827,60.52,17250,55.45,08/25/2021
3167,New Britain,Yes,72495.0,37903,52.28,33987,46.88,08/25/2021
3168,New Canaan,No,20233.0,15685,77.52,14360,70.97,08/25/2021
3169,New Fairfield,No,13878.0,8930,64.35,8300,59.81,08/25/2021
3170,New Hartford,No,6656.0,4419,66.39,4192,62.98,08/25/2021
3171,New Haven,Yes,130250.0,76324,58.6,68626,52.69,08/25/2021
3172,New London,Yes,26858.0,15504,57.73,14035,52.26,08/25/2021
3173,New Milford,No,26805.0,18904,70.52,17610,65.7,08/25/2021
3174,Newington,No,30014.0,21563,71.84,20386,67.92,08/25/2021
3175,Newtown,No,27891.0,19780,70.92,18594,66.67,08/25/2021
3176,Norfolk,No,1630.0,1068,65.52,999,61.29,08/25/2021
3177,North Branford,No,14146.0,10212,72.19,9672,68.37,08/25/2021
3178,North Canaan,No,3251.0,1875,57.67,1720,52.91,08/25/2021
3179,North Haven,No,23683.0,18870,79.68,17848,75.36,08/25/2021
3180,North Stonington,No,5196.0,3002,57.78,2857,54.98,08/25/2021
3181,Norwalk,Yes,88816.0,63673,71.69,57517,64.76,08/25/2021
3182,Norwich,Yes,38768.0,22644,58.41,20803,53.66,08/25/2021
3183,Old Lyme,No,7306.0,5554,76.02,5276,72.21,08/25/2021
3184,Old Saybrook,No,10061.0,8409,83.58,7956,79.08,08/25/2021
3185,Orange,Yes,13926.0,10087,72.43,9566,68.69,08/25/2021
3186,Oxford,No,13255.0,8798,66.37,8243,62.19,08/25/2021
3187,Plainfield,Yes,15125.0,7890,52.17,7352,48.61,08/25/2021
3188,Plainville,No,17534.0,11347,64.71,10603,60.47,08/25/2021
3189,Plymouth,No,11598.0,6385,55.05,5955,51.35,08/25/2021
3190,Pomfret,No,4203.0,2655,63.17,2482,59.05,08/25/2021
3191,Portland,No,9267.0,6597,71.19,6222,67.14,08/25/2021
3192,Preston,No,4625.0,2874,62.14,2716,58.72,08/25/2021
3193,Prospect,No,9702.0,6337,65.32,5985,61.69,08/25/2021
3194,Putnam,No,9389.0,5063,53.92,4723,50.3,08/25/2021
3195,Redding,No,9116.0,6041,66.27,5710,62.64,08/25/2021
3196,Resident out of state,,,75614,,59944,,08/25/2021
3197,Ridgefield,No,24959.0,18293,73.29,17271,69.2,08/25/2021
3198,Rocky Hill,No,20115.0,14665,72.91,13877,68.99,08/25/2021
3199,Roxbury,No,2152.0,1674,77.79,1555,72.26,08/25/2021
3200,Salem,No,4083.0,2631,64.44,2469,60.47,08/25/2021
3201,Salisbury,No,3600.0,3212,89.22,3021,83.92,08/25/2021
3202,Scotland,No,1672.0,899,53.77,854,51.08,08/25/2021
3203,Seymour,No,16437.0,10560,64.25,9732,59.21,08/25/2021
3204,Sharon,No,2689.0,1814,67.46,1680,62.48,08/25/2021
3205,Shelton,No,41129.0,27947,67.95,26060,63.36,08/25/2021
3206,Sherman,No,3630.0,2279,62.78,2147,59.15,08/25/2021
3207,Simsbury,No,25395.0,18895,74.4,17930,70.6,08/25/2021
3208,Somers,No,10784.0,6371,59.08,5973,55.39,08/25/2021
3209,South Windsor,No,26162.0,19574,74.82,18604,71.11,08/25/2021
3210,Southbury,No,19571.0,14328,73.21,13559,69.28,08/25/2021
3211,Southington,No,43834.0,30651,69.93,29118,66.43,08/25/2021
3212,Sprague,No,2859.0,1575,55.09,1461,51.1,08/25/2021
3213,Stafford,No,11893.0,6397,53.79,6002,50.47,08/25/2021
3214,Stamford,Yes,129638.0,96486,74.43,85770,66.16,08/25/2021
3215,Sterling,No,3782.0,1686,44.58,1557,41.17,08/25/2021
3216,Stonington,No,18559.0,12812,69.03,12230,65.9,08/25/2021
3217,Stratford,No,51849.0,33014,63.67,30381,58.6,08/25/2021
3218,Suffield,No,15814.0,10198,64.49,9442,59.71,08/25/2021
3219,Thomaston,No,7535.0,4569,60.64,4294,56.99,08/25/2021
3220,Thompson,No,9379.0,4265,45.47,3999,42.64,08/25/2021
3221,Tolland,No,14618.0,10207,69.82,9730,66.56,08/25/2021
3222,Torrington,Yes,34044.0,21842,64.16,20203,59.34,08/25/2021
