,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
1879,Woodbury,No,9502.0,5528,58.18,4366,45.95,,,05/05/2021
1880,Woodstock,No,7858.0,3896,49.58,3080,39.2,,,05/05/2021
1881,Address pending validation,,,4219,,3075,,,,05/12/2021
1882,Andover,No,3236.0,1812,56.0,1514,46.79,,,05/12/2021
1883,Ansonia,Yes,18654.0,8133,43.6,6258,33.55,,,05/12/2021
1884,Ashford,No,4255.0,2230,52.41,1852,43.53,,,05/12/2021
1885,Avon,No,18276.0,12528,68.55,10599,57.99,,,05/12/2021
1886,Barkhamsted,No,3606.0,2035,56.43,1699,47.12,,,05/12/2021
1887,Beacon Falls,No,6222.0,3341,53.7,2760,44.36,,,05/12/2021
1888,Berlin,No,20436.0,12262,60.0,10631,52.02,,,05/12/2021
1889,Bethany,No,5548.0,3307,59.61,2870,51.73,,,05/12/2021
1890,Bethel,No,19800.0,10242,51.73,8107,40.94,,,05/12/2021
1891,Bethlehem,No,3402.0,1811,53.23,1488,43.74,,,05/12/2021
1892,Bloomfield,No,21211.0,12543,59.13,10380,48.94,,,05/12/2021
1893,Bolton,No,4884.0,2858,58.52,2466,50.49,,,05/12/2021
1894,Bozrah,No,2726.0,1359,49.85,1148,42.11,,,05/12/2021
1895,Branford,No,27900.0,17884,64.1,15330,54.95,,,05/12/2021
1896,Bridgeport,Yes,144399.0,53605,37.12,38328,26.54,,,05/12/2021
1897,Bridgewater,No,1635.0,1086,66.42,911,55.72,,,05/12/2021
1898,Bristol,Yes,59947.0,30958,51.64,24353,40.62,,,05/12/2021
1899,Brookfield,No,16973.0,10067,59.31,8147,48.0,,,05/12/2021
1900,Brooklyn,No,8272.0,3704,44.78,3083,37.27,,,05/12/2021
1901,Burlington,No,9704.0,5690,58.64,4756,49.01,,,05/12/2021
1902,Canaan,No,1053.0,862,81.86,654,62.11,,,05/12/2021
1903,Canterbury,No,5079.0,2373,46.72,1927,37.94,,,05/12/2021
1904,Canton,No,10254.0,6202,60.48,5226,50.97,,,05/12/2021
1905,Chaplin,No,2239.0,1053,47.03,868,38.77,,,05/12/2021
1906,Cheshire,No,28937.0,18700,64.62,16072,55.54,,,05/12/2021
1907,Chester,No,4213.0,2608,61.9,2257,53.57,,,05/12/2021
1908,Clinton,No,12925.0,8301,64.22,6854,53.03,,,05/12/2021
1909,Colchester,No,15809.0,8877,56.15,7427,46.98,,,05/12/2021
1910,Colebrook,No,1400.0,767,54.79,631,45.07,,,05/12/2021
1911,Columbia,No,5379.0,3102,57.67,2659,49.43,,,05/12/2021
1912,Cornwall,No,1362.0,953,69.97,769,56.46,,,05/12/2021
1913,Coventry,No,12407.0,6816,54.94,5740,46.26,,,05/12/2021
1914,Cromwell,No,13839.0,9191,66.41,7691,55.57,,,05/12/2021
1915,Danbury,Yes,84694.0,41547,49.06,29091,34.35,,,05/12/2021
1916,Darien,No,21728.0,13480,62.04,10747,49.46,,,05/12/2021
1917,Deep River,No,4443.0,2825,63.58,2387,53.72,,,05/12/2021
1918,Derby,Yes,12339.0,6411,51.96,4655,37.73,,,05/12/2021
1919,Durham,No,7165.0,4446,62.05,3806,53.12,,,05/12/2021
1920,East Granby,No,5140.0,3019,58.74,2511,48.85,,,05/12/2021
1921,East Haddam,No,8997.0,4733,52.61,3663,40.71,,,05/12/2021
1922,East Hampton,No,12800.0,7170,56.02,5976,46.69,,,05/12/2021
1923,East Hartford,Yes,49872.0,23873,47.87,17457,35.0,,,05/12/2021
1924,East Haven,Yes,28569.0,13932,48.77,11471,40.15,,,05/12/2021
1925,East Lyme,No,18462.0,11896,64.44,10253,55.54,,,05/12/2021
1926,East Windsor,No,11668.0,5733,49.13,4597,39.4,,,05/12/2021
1927,Eastford,No,1790.0,845,47.21,705,39.39,,,05/12/2021
1928,Easton,No,7521.0,4499,59.82,3717,49.42,,,05/12/2021
1929,Ellington,No,16467.0,9174,55.71,7632,46.35,,,05/12/2021
1930,Enfield,Yes,43659.0,20579,47.14,16559,37.93,,,05/12/2021
1931,Essex,No,6668.0,4720,70.79,4137,62.04,,,05/12/2021
1932,Fairfield,No,62045.0,36392,58.65,29659,47.8,,,05/12/2021
1933,Farmington,No,25497.0,17426,68.35,14578,57.18,,,05/12/2021
1934,Franklin,No,1920.0,1047,54.53,899,46.82,,,05/12/2021
1935,Glastonbury,No,34482.0,22948,66.55,19504,56.56,,,05/12/2021
1936,Goshen,No,2863.0,1697,59.27,1422,49.67,,,05/12/2021
1937,Granby,No,11507.0,6737,58.55,5676,49.33,,,05/12/2021
1938,Greenwich,No,62840.0,36663,58.34,29413,46.81,,,05/12/2021
1939,Griswold,Yes,11534.0,4959,42.99,4094,35.5,,,05/12/2021
1940,Groton,Yes,38436.0,17924,46.63,14388,37.43,,,05/12/2021
1941,Guilford,No,22133.0,14926,67.44,12981,58.65,,,05/12/2021
1942,Haddam,No,8193.0,5333,65.09,4481,54.69,,,05/12/2021
1943,Hamden,No,60556.0,32100,53.01,26988,44.57,,,05/12/2021
1944,Hampton,No,1842.0,950,51.57,806,43.76,,,05/12/2021
1945,Hartford,Yes,122105.0,42534,34.83,31364,25.69,,,05/12/2021
1946,Hartland,No,2120.0,1009,47.59,854,40.28,,,05/12/2021
1947,Harwinton,No,5420.0,3022,55.76,2589,47.77,,,05/12/2021
1948,Hebron,No,9504.0,5632,59.26,4807,50.58,,,05/12/2021
1949,Kent,No,2777.0,2048,73.75,1659,59.74,,,05/12/2021
1950,Killingly,Yes,17336.0,7217,41.63,5845,33.72,,,05/12/2021
1951,Killingworth,No,6364.0,4012,63.04,3435,53.98,,,05/12/2021
1952,Lebanon,No,7144.0,3901,54.61,3310,46.33,,,05/12/2021
1953,Ledyard,No,14621.0,7717,52.78,6419,43.9,,,05/12/2021
1954,Lisbon,No,4220.0,2116,50.14,1792,42.46,,,05/12/2021
1955,Litchfield,No,8094.0,4827,59.64,3931,48.57,,,05/12/2021
1956,Lyme,No,2316.0,1760,75.99,1504,64.94,,,05/12/2021
1957,Madison,No,18030.0,12307,68.26,10704,59.37,,,05/12/2021
1958,Manchester,Yes,57584.0,30054,52.19,23237,40.35,,,05/12/2021
1959,Mansfield,No,25487.0,7915,31.06,6393,25.08,,,05/12/2021
1960,Marlborough,No,6335.0,3770,59.51,3211,50.69,,,05/12/2021
1961,Meriden,Yes,59395.0,28315,47.67,21450,36.11,,,05/12/2021
1962,Middlebury,No,7798.0,4802,61.58,4018,51.53,,,05/12/2021
1963,Middlefield,No,4374.0,2609,59.65,2227,50.91,,,05/12/2021
1964,Middletown,Yes,46258.0,27712,59.91,21695,46.9,,,05/12/2021
1965,Milford,Yes,54747.0,31890,58.25,26460,48.33,,,05/12/2021
1966,Monroe,No,19434.0,11079,57.01,9129,46.97,,,05/12/2021
1967,Montville,Yes,18508.0,8821,47.66,7349,39.71,,,05/12/2021
1968,Morris,No,2254.0,1171,51.95,953,42.28,,,05/12/2021
1969,Naugatuck,No,31108.0,14870,47.8,11628,37.38,,,05/12/2021
1970,New Britain,Yes,72495.0,27800,38.35,21314,29.4,,,05/12/2021
1971,New Canaan,No,20233.0,13026,64.38,10386,51.33,,,05/12/2021
1972,New Fairfield,No,13878.0,7494,54.0,5982,43.1,,,05/12/2021
1973,New Hartford,No,6656.0,3790,56.94,3211,48.24,,,05/12/2021
1974,New Haven,Yes,130250.0,56687,43.52,45259,34.75,,,05/12/2021
1975,New London,Yes,26858.0,11531,42.93,8747,32.57,,,05/12/2021
1976,New Milford,No,26805.0,15515,57.88,11959,44.61,,,05/12/2021
1977,Newington,No,30014.0,18469,61.53,15399,51.31,,,05/12/2021
1978,Newtown,No,27891.0,16665,59.75,13699,49.12,,,05/12/2021
1979,Norfolk,No,1630.0,871,53.44,715,43.87,,,05/12/2021
1980,North Branford,No,14146.0,8836,62.46,7493,52.97,,,05/12/2021
1981,North Canaan,No,3251.0,1241,38.17,927,28.51,,,05/12/2021
1982,North Haven,No,23683.0,15705,66.31,13609,57.46,,,05/12/2021
1983,North Stonington,No,5196.0,2562,49.31,2167,41.71,,,05/12/2021
1984,Norwalk,Yes,88816.0,49256,55.46,36862,41.5,,,05/12/2021
1985,Norwich,Yes,38768.0,17367,44.8,13516,34.86,,,05/12/2021
1986,Old Lyme,No,7306.0,4901,67.08,4199,57.47,,,05/12/2021
1987,Old Saybrook,No,10061.0,7485,74.4,6398,63.59,,,05/12/2021
1988,Orange,Yes,13926.0,8704,62.5,7494,53.81,,,05/12/2021
1989,Oxford,No,13255.0,7387,55.73,6298,47.51,,,05/12/2021
1990,Plainfield,Yes,15125.0,6176,40.83,5054,33.41,,,05/12/2021
1991,Plainville,No,17534.0,9389,53.55,7617,43.44,,,05/12/2021
1992,Plymouth,No,11598.0,5186,44.71,3993,34.43,,,05/12/2021
1993,Pomfret,No,4203.0,2188,52.06,1822,43.35,,,05/12/2021
1994,Portland,No,9267.0,5650,60.97,4753,51.29,,,05/12/2021
1995,Preston,No,4625.0,2440,52.76,2096,45.32,,,05/12/2021
1996,Prospect,No,9702.0,5420,55.86,4627,47.69,,,05/12/2021
1997,Putnam,No,9389.0,4035,42.98,3132,33.36,,,05/12/2021
1998,Redding,No,9116.0,5168,56.69,4205,46.13,,,05/12/2021
1999,Resident out of state,,,55301,,40323,,,,05/12/2021
2000,Ridgefield,No,24959.0,15568,62.37,12793,51.26,,,05/12/2021
2001,Rocky Hill,No,20115.0,12709,63.18,10571,52.55,,,05/12/2021
2002,Roxbury,No,2152.0,1466,68.12,1209,56.18,,,05/12/2021
2003,Salem,No,4083.0,2180,53.39,1860,45.55,,,05/12/2021
2004,Salisbury,No,3600.0,2863,79.53,2081,57.81,,,05/12/2021
2005,Scotland,No,1672.0,762,45.57,658,39.35,,,05/12/2021
2006,Seymour,No,16437.0,8638,52.55,6852,41.69,,,05/12/2021
2007,Sharon,No,2689.0,1649,61.32,1315,48.9,,,05/12/2021
2008,Shelton,No,41129.0,23546,57.25,19351,47.05,,,05/12/2021
2009,Sherman,No,3630.0,1995,54.96,1592,43.86,,,05/12/2021
2010,Simsbury,No,25395.0,16249,63.99,13678,53.86,,,05/12/2021
2011,Somers,No,10784.0,5503,51.03,4673,43.33,,,05/12/2021
2012,South Windsor,No,26162.0,16690,63.79,13917,53.2,,,05/12/2021
2013,Southbury,No,19571.0,12522,63.98,10768,55.02,,,05/12/2021
2014,Southington,No,43834.0,25887,59.06,22045,50.29,,,05/12/2021
2015,Sprague,No,2859.0,1174,41.06,964,33.72,,,05/12/2021
2016,Stafford,No,11893.0,5390,45.32,4475,37.63,,,05/12/2021
2017,Stamford,Yes,129638.0,74437,57.42,55579,42.87,,,05/12/2021
2018,Sterling,No,3782.0,1289,34.08,1055,27.9,,,05/12/2021
2019,Stonington,No,18559.0,11300,60.89,9838,53.01,,,05/12/2021
2020,Stratford,No,51849.0,26019,50.18,20276,39.11,,,05/12/2021
2021,Suffield,No,15814.0,8802,55.66,7352,46.49,,,05/12/2021
2022,Thomaston,No,7535.0,3831,50.84,2922,38.78,,,05/12/2021
2023,Thompson,No,9379.0,3476,37.06,2797,29.82,,,05/12/2021
2024,Tolland,No,14618.0,8671,59.32,7329,50.14,,,05/12/2021
2025,Torrington,Yes,34044.0,17148,50.37,13657,40.12,,,05/12/2021
2026,Trumbull,No,35673.0,22265,62.41,18267,51.21,,,05/12/2021
2027,Union,No,839.0,459,54.71,391,46.6,,,05/12/2021
2028,Vernon,Yes,29359.0,16353,55.7,13354,45.49,,,05/12/2021
2029,Voluntown,No,2510.0,1205,48.01,1020,40.64,,,05/12/2021
2030,Wallingford,No,44326.0,26978,60.86,22823,51.49,,,05/12/2021
2031,Warren,No,1395.0,837,60.0,694,49.75,,,05/12/2021
2032,Washington,No,3428.0,2325,67.82,1908,55.66,,,05/12/2021
2033,Waterbury,Yes,107568.0,40738,37.87,29724,27.63,,,05/12/2021
2034,Waterford,Yes,18746.0,11808,62.99,10062,53.68,,,05/12/2021
2035,Watertown,No,21578.0,11969,55.47,9559,44.3,,,05/12/2021
2036,West Hartford,Yes,62965.0,42058,66.8,35114,55.77,,,05/12/2021
2037,West Haven,Yes,54620.0,25947,47.5,20251,37.08,,,05/12/2021
2038,Westbrook,No,6869.0,4386,63.85,3621,52.72,,,05/12/2021
2039,Weston,No,10252.0,6429,62.71,5324,51.93,,,05/12/2021
2040,Westport,No,28491.0,17596,61.76,14591,51.21,,,05/12/2021
2041,Wethersfield,No,26008.0,16585,63.77,14289,54.94,,,05/12/2021
2042,Willington,No,5864.0,2908,49.59,2351,40.09,,,05/12/2021
2043,Wilton,No,18343.0,11926,65.02,9756,53.19,,,05/12/2021
2044,Winchester,Yes,10604.0,5092,48.02,4214,39.74,,,05/12/2021
2045,Windham,Yes,24561.0,10026,40.82,7562,30.79,,,05/12/2021
2046,Windsor,No,28733.0,16830,58.57,13694,47.66,,,05/12/2021
2047,Windsor Locks,Yes,12854.0,6716,52.25,5497,42.76,,,05/12/2021
2048,Wolcott,No,16587.0,8896,53.63,7231,43.59,,,05/12/2021
2049,Woodbridge,No,8750.0,5890,67.31,5106,58.35,,,05/12/2021
2050,Woodbury,No,9502.0,5665,59.62,4703,49.49,,,05/12/2021
2051,Woodstock,No,7858.0,3991,50.79,3355,42.7,,,05/12/2021
2052,Address pending validation,,,4263,,3365,,,,05/19/2021
2053,Andover,No,3236.0,1843,56.95,1597,49.35,,,05/19/2021
2054,Ansonia,Yes,18654.0,8486,45.49,6765,36.27,,,05/19/2021
2055,Ashford,No,4255.0,2274,53.44,1957,45.99,,,05/19/2021
2056,Avon,No,18276.0,12761,69.82,11085,60.65,,,05/19/2021
2057,Barkhamsted,No,3606.0,2076,57.57,1802,49.97,,,05/19/2021
2058,Beacon Falls,No,6222.0,3434,55.19,2918,46.9,,,05/19/2021
2059,Berlin,No,20436.0,12452,60.93,11069,54.16,,,05/19/2021
2060,Bethany,No,5548.0,3422,61.68,3005,54.16,,,05/19/2021
2061,Bethel,No,19800.0,10740,54.24,8709,43.98,,,05/19/2021
2062,Bethlehem,No,3402.0,1853,54.47,1566,46.03,,,05/19/2021
2063,Bloomfield,No,21211.0,12758,60.15,10908,51.43,,,05/19/2021
2064,Bolton,No,4884.0,2955,60.5,2586,52.95,,,05/19/2021
2065,Bozrah,No,2726.0,1404,51.5,1211,44.42,,,05/19/2021
2066,Branford,No,27900.0,18319,65.66,16056,57.55,,,05/19/2021
2067,Bridgeport,Yes,144399.0,56065,38.83,42691,29.56,,,05/19/2021
2068,Bridgewater,No,1635.0,1101,67.34,943,57.68,,,05/19/2021
2069,Bristol,Yes,59947.0,31866,53.16,26095,43.53,,,05/19/2021
2070,Brookfield,No,16973.0,10322,60.81,8642,50.92,,,05/19/2021
2071,Brooklyn,No,8272.0,3834,46.35,3260,39.41,,,05/19/2021
2072,Burlington,No,9704.0,5808,59.85,4965,51.16,,,05/19/2021
2073,Canaan,No,1053.0,872,82.81,689,65.43,,,05/19/2021
2074,Canterbury,No,5079.0,2416,47.57,2026,39.89,,,05/19/2021
2075,Canton,No,10254.0,6326,61.69,5486,53.5,,,05/19/2021
2076,Chaplin,No,2239.0,1080,48.24,913,40.78,,,05/19/2021
2077,Cheshire,No,28937.0,19549,67.56,16718,57.77,,,05/19/2021
2078,Chester,No,4213.0,2695,63.97,2372,56.3,,,05/19/2021
2079,Clinton,No,12925.0,8623,66.72,7318,56.62,,,05/19/2021
2080,Colchester,No,15809.0,9104,57.59,7797,49.32,,,05/19/2021
2081,Colebrook,No,1400.0,781,55.79,660,47.14,,,05/19/2021
2082,Columbia,No,5379.0,3148,58.52,2780,51.68,,,05/19/2021
2083,Cornwall,No,1362.0,970,71.22,821,60.28,,,05/19/2021
2084,Coventry,No,12407.0,6970,56.18,6074,48.96,,,05/19/2021
2085,Cromwell,No,13839.0,9402,67.94,8100,58.53,,,05/19/2021
2086,Danbury,Yes,84694.0,43788,51.7,32944,38.9,,,05/19/2021
2087,Darien,No,21728.0,14451,66.51,11498,52.92,,,05/19/2021
2088,Deep River,No,4443.0,2924,65.81,2523,56.79,,,05/19/2021
2089,Derby,Yes,12339.0,6782,54.96,5147,41.71,,,05/19/2021
2090,Durham,No,7165.0,4582,63.95,3995,55.76,,,05/19/2021
2091,East Granby,No,5140.0,3095,60.21,2650,51.56,,,05/19/2021
2092,East Haddam,No,8997.0,4860,54.02,3887,43.2,,,05/19/2021
2093,East Hampton,No,12800.0,7347,57.4,6260,48.91,,,05/19/2021
2094,East Hartford,Yes,49872.0,24868,49.86,19363,38.83,,,05/19/2021
2095,East Haven,Yes,28569.0,14387,50.36,12268,42.94,,,05/19/2021
2096,East Lyme,No,18462.0,12235,66.27,10737,58.16,,,05/19/2021
2097,East Windsor,No,11668.0,5874,50.34,4907,42.06,,,05/19/2021
2098,Eastford,No,1790.0,860,48.04,742,41.45,,,05/19/2021
2099,Easton,No,7521.0,4736,62.97,3997,53.14,,,05/19/2021
2100,Ellington,No,16467.0,9399,57.08,8062,48.96,,,05/19/2021
2101,Enfield,Yes,43659.0,21301,48.79,17880,40.95,,,05/19/2021
2102,Essex,No,6668.0,4845,72.66,4282,64.22,,,05/19/2021
2103,Fairfield,No,62045.0,38541,62.12,31946,51.49,,,05/19/2021
2104,Farmington,No,25497.0,17714,69.47,15278,59.92,,,05/19/2021
2105,Franklin,No,1920.0,1075,55.99,947,49.32,,,05/19/2021
2106,Glastonbury,No,34482.0,23606,68.46,20495,59.44,,,05/19/2021
2107,Goshen,No,2863.0,1733,60.53,1492,52.11,,,05/19/2021
2108,Granby,No,11507.0,6850,59.53,5950,51.71,,,05/19/2021
2109,Greenwich,No,62840.0,39065,62.17,31962,50.86,,,05/19/2021
2110,Griswold,Yes,11534.0,5188,44.98,4345,37.67,,,05/19/2021
2111,Groton,Yes,38436.0,18607,48.41,15545,40.44,,,05/19/2021
2112,Guilford,No,22133.0,15467,69.88,13554,61.24,,,05/19/2021
2113,Haddam,No,8193.0,5441,66.41,4742,57.88,,,05/19/2021
2114,Hamden,No,60556.0,33409,55.17,28721,47.43,,,05/19/2021
2115,Hampton,No,1842.0,972,52.77,841,45.66,,,05/19/2021
2116,Hartford,Yes,122105.0,44261,36.25,34402,28.17,,,05/19/2021
2117,Hartland,No,2120.0,1024,48.3,901,42.5,,,05/19/2021
2118,Harwinton,No,5420.0,3105,57.29,2722,50.22,,,05/19/2021
2119,Hebron,No,9504.0,5748,60.48,5017,52.79,,,05/19/2021
2120,Kent,No,2777.0,2066,74.4,1722,62.01,,,05/19/2021
2121,Killingly,Yes,17336.0,7432,42.87,6163,35.55,,,05/19/2021
2122,Killingworth,No,6364.0,4114,64.64,3642,57.23,,,05/19/2021
2123,Lebanon,No,7144.0,4005,56.06,3507,49.09,,,05/19/2021
2124,Ledyard,No,14621.0,8041,55.0,6931,47.4,,,05/19/2021
2125,Lisbon,No,4220.0,2179,51.64,1878,44.5,,,05/19/2021
2126,Litchfield,No,8094.0,4942,61.06,4113,50.82,,,05/19/2021
2127,Lyme,No,2316.0,1795,77.5,1588,68.57,,,05/19/2021
2128,Madison,No,18030.0,12751,70.72,11176,61.99,,,05/19/2021
2129,Manchester,Yes,57584.0,30974,53.79,25187,43.74,,,05/19/2021
2130,Mansfield,No,25487.0,8076,31.69,6765,26.54,,,05/19/2021
2131,Marlborough,No,6335.0,3843,60.66,3366,53.13,,,05/19/2021
2132,Meriden,Yes,59395.0,29396,49.49,23313,39.25,,,05/19/2021
2133,Middlebury,No,7798.0,4994,64.04,4244,54.42,,,05/19/2021
2134,Middlefield,No,4374.0,2681,61.29,2355,53.84,,,05/19/2021
2135,Middletown,Yes,46258.0,28569,61.76,24048,51.99,,,05/19/2021
2136,Milford,Yes,54747.0,33079,60.42,28358,51.8,,,05/19/2021
2137,Monroe,No,19434.0,11397,58.64,9686,49.84,,,05/19/2021
2138,Montville,Yes,18508.0,9198,49.7,7917,42.78,,,05/19/2021
2139,Morris,No,2254.0,1201,53.28,1017,45.12,,,05/19/2021
2140,Naugatuck,No,31108.0,15427,49.59,12636,40.62,,,05/19/2021
2141,New Britain,Yes,72495.0,28800,39.73,22915,31.61,,,05/19/2021
2142,New Canaan,No,20233.0,13855,68.48,11105,54.89,,,05/19/2021
2143,New Fairfield,No,13878.0,7707,55.53,6446,46.45,,,05/19/2021
2144,New Hartford,No,6656.0,3866,58.08,3363,50.53,,,05/19/2021
2145,New Haven,Yes,130250.0,59255,45.49,49601,38.08,,,05/19/2021
2146,New London,Yes,26858.0,12042,44.84,9607,35.77,,,05/19/2021
2147,New Milford,No,26805.0,15789,58.9,12623,47.09,,,05/19/2021
2148,Newington,No,30014.0,18847,62.79,16239,54.1,,,05/19/2021
2149,Newtown,No,27891.0,17105,61.33,14440,51.77,,,05/19/2021
2150,Norfolk,No,1630.0,888,54.48,745,45.71,,,05/19/2021
2151,North Branford,No,14146.0,9040,63.9,7860,55.56,,,05/19/2021
2152,North Canaan,No,3251.0,1258,38.7,972,29.9,,,05/19/2021
2153,North Haven,No,23683.0,16253,68.63,14261,60.22,,,05/19/2021
2154,North Stonington,No,5196.0,2634,50.69,2332,44.88,,,05/19/2021
2155,Norwalk,Yes,88816.0,51258,57.71,41061,46.23,,,05/19/2021
2156,Norwich,Yes,38768.0,18132,46.77,14769,38.1,,,05/19/2021
2157,Old Lyme,No,7306.0,5064,69.31,4404,60.28,,,05/19/2021
2158,Old Saybrook,No,10061.0,7728,76.81,6709,66.68,,,05/19/2021
2159,Orange,Yes,13926.0,9014,64.73,7914,56.83,,,05/19/2021
2160,Oxford,No,13255.0,7615,57.45,6745,50.89,,,05/19/2021
2161,Plainfield,Yes,15125.0,6378,42.17,5336,35.28,,,05/19/2021
2162,Plainville,No,17534.0,9619,54.86,8093,46.16,,,05/19/2021
2163,Plymouth,No,11598.0,5345,46.09,4257,36.7,,,05/19/2021
2164,Pomfret,No,4203.0,2249,53.51,1932,45.97,,,05/19/2021
2165,Portland,No,9267.0,5830,62.91,4999,53.94,,,05/19/2021
2166,Preston,No,4625.0,2503,54.12,2220,48.0,,,05/19/2021
2167,Prospect,No,9702.0,5565,57.36,4879,50.29,,,05/19/2021
2168,Putnam,No,9389.0,4160,44.31,3351,35.69,,,05/19/2021
2169,Redding,No,9116.0,5406,59.3,4551,49.92,,,05/19/2021
2170,Resident out of state,,,57381,,43684,,,,05/19/2021
2171,Ridgefield,No,24959.0,16162,64.75,13592,54.46,,,05/19/2021
2172,Rocky Hill,No,20115.0,12945,64.35,11191,55.64,,,05/19/2021
2173,Roxbury,No,2152.0,1487,69.1,1256,58.36,,,05/19/2021
2174,Salem,No,4083.0,2260,55.35,1974,48.35,,,05/19/2021
2175,Salisbury,No,3600.0,2894,80.39,2353,65.36,,,05/19/2021
2176,Scotland,No,1672.0,776,46.41,691,41.33,,,05/19/2021
2177,Seymour,No,16437.0,8931,54.33,7383,44.92,,,05/19/2021
2178,Sharon,No,2689.0,1665,61.92,1398,51.99,,,05/19/2021
2179,Shelton,No,41129.0,24113,58.63,20604,50.1,,,05/19/2021
2180,Sherman,No,3630.0,2017,55.56,1675,46.14,,,05/19/2021
2181,Simsbury,No,25395.0,16584,65.3,14349,56.5,,,05/19/2021
2182,Somers,No,10784.0,5615,52.07,4844,44.92,,,05/19/2021
2183,South Windsor,No,26162.0,17128,65.47,14782,56.5,,,05/19/2021
2184,Southbury,No,19571.0,12971,66.28,11191,57.18,,,05/19/2021
2185,Southington,No,43834.0,26459,60.36,23158,52.83,,,05/19/2021
2186,Sprague,No,2859.0,1294,45.26,1099,38.44,,,05/19/2021
2187,Stafford,No,11893.0,5532,46.51,4659,39.17,,,05/19/2021
2188,Stamford,Yes,129638.0,78492,60.55,61234,47.23,,,05/19/2021
2189,Sterling,No,3782.0,1318,34.85,1108,29.3,,,05/19/2021
2190,Stonington,No,18559.0,11608,62.55,10325,55.63,,,05/19/2021
2191,Stratford,No,51849.0,26871,51.83,22212,42.84,,,05/19/2021
2192,Suffield,No,15814.0,9008,56.96,7747,48.99,,,05/19/2021
2193,Thomaston,No,7535.0,3921,52.04,3203,42.51,,,05/19/2021
2194,Thompson,No,9379.0,3564,38.0,2986,31.84,,,05/19/2021
2195,Tolland,No,14618.0,8926,61.06,7730,52.88,,,05/19/2021
2196,Torrington,Yes,34044.0,17755,52.15,14696,43.17,,,05/19/2021
2197,Trumbull,No,35673.0,23131,64.84,19586,54.9,,,05/19/2021
2198,Union,No,839.0,466,55.54,402,47.91,,,05/19/2021
2199,Vernon,Yes,29359.0,16880,57.5,14410,49.08,,,05/19/2021
2200,Voluntown,No,2510.0,1254,49.96,1072,42.71,,,05/19/2021
2201,Wallingford,No,44326.0,27797,62.71,24158,54.5,,,05/19/2021
2202,Warren,No,1395.0,848,60.79,726,52.04,,,05/19/2021
2203,Washington,No,3428.0,2343,68.35,1987,57.96,,,05/19/2021
2204,Waterbury,Yes,107568.0,42613,39.61,33212,30.88,,,05/19/2021
2205,Waterford,Yes,18746.0,12209,65.13,10657,56.85,,,05/19/2021
2206,Watertown,No,21578.0,12265,56.84,10215,47.34,,,05/19/2021
2207,West Hartford,Yes,62965.0,42866,68.08,36565,58.07,,,05/19/2021
2208,West Haven,Yes,54620.0,27059,49.54,22369,40.95,,,05/19/2021
2209,Westbrook,No,6869.0,4500,65.51,3860,56.19,,,05/19/2021
2210,Weston,No,10252.0,6857,66.88,5666,55.27,,,05/19/2021
2211,Westport,No,28491.0,18863,66.21,15541,54.55,,,05/19/2021
2212,Wethersfield,No,26008.0,17072,65.64,15014,57.73,,,05/19/2021
2213,Willington,No,5864.0,2976,50.75,2502,42.67,,,05/19/2021
2214,Wilton,No,18343.0,12522,68.27,10433,56.88,,,05/19/2021
2215,Winchester,Yes,10604.0,5187,48.92,4424,41.72,,,05/19/2021
2216,Windham,Yes,24561.0,10455,42.57,8352,34.01,,,05/19/2021
2217,Windsor,No,28733.0,17219,59.93,14626,50.9,,,05/19/2021
2218,Windsor Locks,Yes,12854.0,6864,53.4,5879,45.74,,,05/19/2021
2219,Wolcott,No,16587.0,9275,55.92,7639,46.05,,,05/19/2021
2220,Woodbridge,No,8750.0,6152,70.31,5352,61.17,,,05/19/2021
2221,Woodbury,No,9502.0,5854,61.61,4983,52.44,,,05/19/2021
2222,Woodstock,No,7858.0,4123,52.47,3525,44.86,,,05/19/2021
2223,Address pending validation,,,4365,,3575,,,,05/26/2021
2224,Andover,No,3236.0,1913,59.12,1686,52.1,,,05/26/2021
2225,Ansonia,Yes,18654.0,8781,47.07,7277,39.01,,,05/26/2021
2226,Ashford,No,4255.0,2383,56.0,2064,48.51,,,05/26/2021
2227,Avon,No,18276.0,13380,73.21,11522,63.04,,,05/26/2021
2228,Barkhamsted,No,3606.0,2160,59.9,1883,52.22,,,05/26/2021
2229,Beacon Falls,No,6222.0,3523,56.62,3038,48.83,,,05/26/2021
2230,Berlin,No,20436.0,12750,62.39,11474,56.15,,,05/26/2021
2231,Bethany,No,5548.0,3485,62.82,3101,55.89,,,05/26/2021
2232,Bethel,No,19800.0,11186,56.49,9199,46.46,,,05/26/2021
2233,Bethlehem,No,3402.0,1920,56.44,1633,48.0,,,05/26/2021
2234,Bloomfield,No,21211.0,13072,61.63,11329,53.41,,,05/26/2021
2235,Bolton,No,4884.0,3033,62.1,2697,55.22,,,05/26/2021
2236,Bozrah,No,2726.0,1441,52.86,1263,46.33,,,05/26/2021
2237,Branford,No,27900.0,18820,67.46,16618,59.56,,,05/26/2021
2238,Bridgeport,Yes,144399.0,59693,41.34,46695,32.34,,,05/26/2021
2239,Bridgewater,No,1635.0,1121,68.56,969,59.27,,,05/26/2021
